# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Human Phenotype	HP:0011991	Abnormal neutrophil count	294	6.910720e-2	1.000000e+0	1.000000e+0	2.299757e+0	2.174142e+0	5	6.413399e-3	1.474926e-2	241	4.189694e-2	1.000000e+0	1.000000e+0	2.625025e+0	1.904744e+0	5	72	8.833922e-3	6.944444e-2	MSPC_Peak_160,MSPC_Peak_166,MSPC_Peak_196,MSPC_Peak_24,MSPC_Peak_75	Ap3b1,Fas,Mmaa,Stx11,Usb1
Human Phenotype	HP:0011947	Respiratory tract infection	295	6.919604e-2	1.000000e+0	1.000000e+0	1.786032e+0	5.039104e+0	9	1.486461e-2	2.654867e-2	449	9.325308e-2	1.000000e+0	1.000000e+0	1.667663e+0	5.396775e+0	9	204	1.590106e-2	4.411765e-2	MSPC_Peak_12,MSPC_Peak_149,MSPC_Peak_160,MSPC_Peak_203,MSPC_Peak_284,MSPC_Peak_291,MSPC_Peak_295,MSPC_Peak_51,MSPC_Peak_79	B2m,Gns,Stat3,Tap1,Tap2,Tapbp,Tnfrsf11a,Trps1,Usb1
Human Phenotype	HP:0007380	Facial telangiectasia	296	6.967714e-2	1.000000e+0	1.000000e+0	1.384737e+1	7.221589e-2	1	2.130262e-4	2.949853e-3	462	1.017004e-1	1.000000e+0	1.000000e+0	9.450088e+0	1.058191e-1	1	4	1.766784e-3	2.500000e-1	MSPC_Peak_271	Blm
Human Phenotype	HP:0003216	Generalized amyloid deposition	297	7.026494e-2	1.000000e+0	1.000000e+0	1.372725e+1	7.284779e-2	1	2.148902e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_149	B2m
Human Phenotype	HP:0001771	Achilles tendon contracture	298	7.086425e-2	1.000000e+0	1.000000e+0	4.605558e+0	4.342579e-1	2	1.280997e-3	5.899705e-3	333	5.843717e-2	1.000000e+0	1.000000e+0	5.040047e+0	3.968217e-1	2	15	3.533569e-3	1.333333e-1	MSPC_Peak_176,MSPC_Peak_43	Large1,Opa1
Human Phenotype	HP:0040084	Abnormal circulating renin	299	7.125978e-2	1.000000e+0	1.000000e+0	4.590697e+0	4.356637e-1	2	1.285144e-3	5.899705e-3	1172	3.489238e-1	1.000000e+0	1.000000e+0	2.362522e+0	4.232765e-1	1	16	1.766784e-3	6.250000e-2	MSPC_Peak_170,MSPC_Peak_172	Nr3c2
Human Phenotype	HP:0010967	Abnormality of carnitine metabolism	300	7.189338e-2	1.000000e+0	1.000000e+0	1.340475e+1	7.460045e-2	1	2.200603e-4	2.949853e-3	844	2.144293e-1	1.000000e+0	1.000000e+0	4.200039e+0	2.380930e-1	1	9	1.766784e-3	1.111111e-1	MSPC_Peak_113	Slc22a5
Human Phenotype	HP:0006487	Bowing of the long bones	301	7.224751e-2	1.000000e+0	1.000000e+0	1.944230e+0	3.600398e+0	7	1.062064e-2	2.064897e-2	199	2.934290e-2	1.000000e+0	9.686106e-1	2.362522e+0	2.962935e+0	7	112	1.236749e-2	6.250000e-2	MSPC_Peak_12,MSPC_Peak_149,MSPC_Peak_16,MSPC_Peak_221,MSPC_Peak_233,MSPC_Peak_25,MSPC_Peak_301	B2m,Cyp2r1,Ihh,Papss2,Plod2,Rab33b,Tnfrsf11a
Human Phenotype	HP:0002488	Acute leukemia	302	7.225399e-2	1.000000e+0	1.000000e+0	4.553879e+0	4.391860e-1	2	1.295534e-3	5.899705e-3	504	1.054741e-1	1.000000e+0	1.000000e+0	3.600034e+0	5.555504e-1	2	21	3.533569e-3	9.523810e-2	MSPC_Peak_140,MSPC_Peak_288	Cebpa,Kras
Human Phenotype	HP:0002726	Recurrent Staphylococcus aureus infections	303	7.228947e-2	1.000000e+0	1.000000e+0	1.332850e+1	7.502722e-2	1	2.213192e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_79	Stat3
Human Phenotype	HP:0000508	Ptosis	304	7.233069e-2	1.000000e+0	1.000000e+0	1.617596e+0	7.418414e+0	12	2.188323e-2	3.539823e-2	230	3.856195e-2	1.000000e+0	1.000000e+0	1.785843e+0	6.719514e+0	12	254	2.120141e-2	4.724409e-2	MSPC_Peak_110,MSPC_Peak_13,MSPC_Peak_131,MSPC_Peak_140,MSPC_Peak_146,MSPC_Peak_188,MSPC_Peak_243,MSPC_Peak_316,MSPC_Peak_43,MSPC_Peak_45,MSPC_Peak_57,MSPC_Peak_70	Agrn,Ahi1,Bin1,Chd7,Kif21a,Kras,Masp1,Ndufa10,Opa1,Rbck1,Tubb3,Zmynd11
Human Phenotype	HP:0006504	Anomaly of the limb diaphyses	305	7.260574e-2	1.000000e+0	1.000000e+0	1.941879e+0	3.604757e+0	7	1.063350e-2	2.064897e-2	204	3.059716e-2	1.000000e+0	9.852585e-1	2.341615e+0	2.989390e+0	7	113	1.236749e-2	6.194690e-2	MSPC_Peak_12,MSPC_Peak_149,MSPC_Peak_16,MSPC_Peak_221,MSPC_Peak_233,MSPC_Peak_25,MSPC_Peak_301	B2m,Cyp2r1,Ihh,Papss2,Plod2,Rab33b,Tnfrsf11a
Human Phenotype	HP:0001083	Ectopia lentis	306	7.277432e-2	1.000000e+0	1.000000e+0	3.126074e+0	9.596700e-1	3	2.830885e-3	8.849558e-3	115	2.466756e-2	1.000000e+0	1.000000e+0	4.725044e+0	6.349147e-1	3	24	5.300353e-3	1.250000e-1	MSPC_Peak_284,MSPC_Peak_291,MSPC_Peak_295	Tap1,Tap2,Tapbp
Human Phenotype	HP:0100257	Ectrodactyly	307	7.293925e-2	1.000000e+0	1.000000e+0	3.123028e+0	9.606063e-1	3	2.833647e-3	8.849558e-3	270	5.181967e-2	1.000000e+0	1.000000e+0	3.543783e+0	8.465529e-1	3	32	5.300353e-3	9.375000e-2	MSPC_Peak_110,MSPC_Peak_152,MSPC_Peak_294	Cdh3,Chd7,Ctdp1
Human Phenotype	HP:0003487	Babinski sign	308	7.296513e-2	1.000000e+0	1.000000e+0	1.939533e+0	3.609117e+0	7	1.064636e-2	2.064897e-2	451	9.590707e-2	1.000000e+0	1.000000e+0	1.800017e+0	3.888853e+0	7	147	1.236749e-2	4.761905e-2	MSPC_Peak_176,MSPC_Peak_219,MSPC_Peak_294,MSPC_Peak_303,MSPC_Peak_334,MSPC_Peak_43,MSPC_Peak_56	Atxn1,Ctdp1,Fbxo7,Large1,Lmnb1,Opa1,Uchl1
Human Phenotype	HP:0010647	Abnormal elasticity of skin	309	7.412232e-2	1.000000e+0	1.000000e+0	2.251432e+0	2.220809e+0	5	6.551059e-3	1.474926e-2	243	4.404096e-2	1.000000e+0	1.000000e+0	2.589065e+0	1.931199e+0	5	73	8.833922e-3	6.849315e-2	MSPC_Peak_15,MSPC_Peak_187,MSPC_Peak_254,MSPC_Peak_3,MSPC_Peak_59	Akt3,Fgf10,Map2k2,Smad3,Twist2
Human Phenotype	HP:0003362	Increased circulating very-low-density lipoprotein levels	310	7.425459e-2	1.000000e+0	1.000000e+0	1.296223e+1	7.714723e-2	1	2.275730e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_67	Ldlrap1
Human Phenotype	HP:0001763	Pes planus	311	7.434701e-2	1.000000e+0	1.000000e+0	1.930628e+0	3.625764e+0	7	1.069547e-2	2.064897e-2	438	8.713226e-2	1.000000e+0	1.000000e+0	2.123615e+0	2.354475e+0	5	89	8.833922e-3	5.617978e-2	MSPC_Peak_203,MSPC_Peak_241,MSPC_Peak_245,MSPC_Peak_250,MSPC_Peak_254,MSPC_Peak_301,MSPC_Peak_334	Herc1,Rab33b,Smad3,Trps1,Uchl1
Human Phenotype	HP:0040130	Abnormal serum iron	312	7.437409e-2	1.000000e+0	1.000000e+0	1.294058e+1	7.727630e-2	1	2.279537e-4	2.949853e-3	773	1.930742e-1	1.000000e+0	1.000000e+0	4.725044e+0	2.116382e-1	1	8	1.766784e-3	1.250000e-1	MSPC_Peak_232	Hfe
Human Phenotype	HP:0001085	Papilledema	313	7.458283e-2	1.000000e+0	1.000000e+0	1.290293e+1	7.750179e-2	1	2.286188e-4	2.949853e-3	371	7.728680e-2	1.000000e+0	1.000000e+0	1.260012e+1	7.936434e-2	1	3	1.766784e-3	3.333333e-1	MSPC_Peak_27	Fam111a
Human Phenotype	HP:0001706	Endocardial fibroelastosis	314	7.458318e-2	1.000000e+0	1.000000e+0	1.290286e+1	7.750217e-2	1	2.286200e-4	2.949853e-3	640	1.486101e-1	1.000000e+0	1.000000e+0	6.300059e+0	1.587287e-1	1	6	1.766784e-3	1.666667e-1	MSPC_Peak_113	Slc22a5
Human Phenotype	HP:0005109	Abnormality of the Achilles tendon	315	7.481052e-2	1.000000e+0	1.000000e+0	4.462577e+0	4.481716e-1	2	1.322040e-3	5.899705e-3	348	6.564586e-2	1.000000e+0	1.000000e+0	4.725044e+0	4.232765e-1	2	16	3.533569e-3	1.250000e-1	MSPC_Peak_176,MSPC_Peak_43	Large1,Opa1
Human Phenotype	HP:0011400	Abnormal CNS myelination	316	7.490370e-2	1.000000e+0	1.000000e+0	2.244244e+0	2.227922e+0	5	6.572040e-3	1.474926e-2	929	2.365495e-1	1.000000e+0	1.000000e+0	1.512014e+0	3.306847e+0	5	125	8.833922e-3	4.000000e-2	MSPC_Peak_126,MSPC_Peak_13,MSPC_Peak_286,MSPC_Peak_303,MSPC_Peak_316	Adar,Ercc3,Lmnb1,Ndufa10,Samhd1
Human Phenotype	HP:0025142	Constitutional symptom	317	7.513409e-2	1.000000e+0	1.000000e+0	1.829721e+0	4.372252e+0	8	1.289750e-2	2.359882e-2	624	1.380512e-1	1.000000e+0	1.000000e+0	1.575015e+0	5.079318e+0	8	192	1.413428e-2	4.166667e-2	MSPC_Peak_12,MSPC_Peak_131,MSPC_Peak_14,MSPC_Peak_203,MSPC_Peak_232,MSPC_Peak_233,MSPC_Peak_287,MSPC_Peak_333	Col17a1,Cyp2r1,Hfe,Pdgfra,Psmb8,Rbck1,Tnfrsf11a,Trps1
Human Phenotype	HP:0100759	Clubbing of fingers	318	7.516281e-2	1.000000e+0	1.000000e+0	1.279942e+1	7.812856e-2	1	2.304677e-4	2.949853e-3	640	1.486101e-1	1.000000e+0	1.000000e+0	6.300059e+0	1.587287e-1	1	6	1.766784e-3	1.666667e-1	MSPC_Peak_287	Psmb8
Human Phenotype	HP:0002113	Pulmonary infiltrates	319	7.541589e-2	1.000000e+0	1.000000e+0	1.275475e+1	7.840219e-2	1	2.312749e-4	2.949853e-3	371	7.728680e-2	1.000000e+0	1.000000e+0	1.260012e+1	7.936434e-2	1	3	1.766784e-3	3.333333e-1	MSPC_Peak_333	Pdgfra
Human Phenotype	HP:0003077	Hyperlipidemia	320	7.545904e-2	1.000000e+0	1.000000e+0	3.077573e+0	9.747940e-1	3	2.875499e-3	8.849558e-3	602	1.275664e-1	1.000000e+0	1.000000e+0	2.412789e+0	1.243375e+0	3	47	5.300353e-3	6.382979e-2	MSPC_Peak_287,MSPC_Peak_34,MSPC_Peak_75	Cpt1a,Psmb8,Stx11
Human Phenotype	HP:0100323	Juvenile aseptic necrosis	321	7.561304e-2	1.000000e+0	1.000000e+0	4.434869e+0	4.509716e-1	2	1.330300e-3	5.899705e-3	105	2.223401e-2	1.000000e+0	1.000000e+0	8.400079e+0	2.380930e-1	2	9	3.533569e-3	2.222222e-1	MSPC_Peak_203,MSPC_Peak_254	Smad3,Trps1
Human Phenotype	HP:0005086	Knee osteoarthritis	322	7.586185e-2	1.000000e+0	1.000000e+0	1.267676e+1	7.888453e-2	1	2.326977e-4	2.949853e-3	371	7.728680e-2	1.000000e+0	1.000000e+0	1.260012e+1	7.936434e-2	1	3	1.766784e-3	3.333333e-1	MSPC_Peak_254	Smad3
Human Phenotype	HP:0000301	Abnormality of facial musculature	323	7.656146e-2	1.000000e+0	1.000000e+0	1.916725e+0	3.652063e+0	7	1.077305e-2	2.064897e-2	239	4.039086e-2	1.000000e+0	1.000000e+0	2.205021e+0	3.174573e+0	7	120	1.236749e-2	5.833333e-2	MSPC_Peak_110,MSPC_Peak_146,MSPC_Peak_176,MSPC_Peak_186,MSPC_Peak_316,MSPC_Peak_56,MSPC_Peak_57	Agrn,Bin1,Chd7,Fbxo7,Large1,Snx10,Tubb3
Human Phenotype	HP:0010885	Aseptic necrosis	324	7.656994e-2	1.000000e+0	1.000000e+0	4.402398e+0	4.542978e-1	2	1.340112e-3	5.899705e-3	190	2.731164e-2	1.000000e+0	9.442640e-1	7.560071e+0	2.645478e-1	2	10	3.533569e-3	2.000000e-1	MSPC_Peak_203,MSPC_Peak_254	Smad3,Trps1
Human Phenotype	HP:0002415	Leukodystrophy	325	7.725843e-2	1.000000e+0	1.000000e+0	3.046315e+0	9.847964e-1	3	2.905004e-3	8.849558e-3	634	1.458145e-1	1.000000e+0	1.000000e+0	2.268021e+0	1.322739e+0	3	50	5.300353e-3	6.000000e-2	MSPC_Peak_126,MSPC_Peak_286,MSPC_Peak_303	Adar,Lmnb1,Samhd1
Human Phenotype	HP:0010886	Osteochondritis Dissecans	326	7.740525e-2	1.000000e+0	1.000000e+0	1.241378e+1	8.055562e-2	1	2.376272e-4	2.949853e-3	274	5.221091e-2	1.000000e+0	1.000000e+0	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_254	Smad3
Human Phenotype	HP:0000847	Abnormality of renin-angiotensin system	327	7.749506e-2	1.000000e+0	1.000000e+0	4.371575e+0	4.575010e-1	2	1.349560e-3	5.899705e-3	1240	3.829421e-1	1.000000e+0	1.000000e+0	2.100020e+0	4.761860e-1	1	18	1.766784e-3	5.555556e-2	MSPC_Peak_170,MSPC_Peak_172	Nr3c2
Human Phenotype	HP:0011042	Abnormality of potassium homeostasis	328	7.786575e-2	1.000000e+0	1.000000e+0	3.035980e+0	9.881490e-1	3	2.914894e-3	8.849558e-3	940	2.464439e-1	1.000000e+0	1.000000e+0	2.100020e+0	9.523720e-1	2	36	3.533569e-3	5.555556e-2	MSPC_Peak_170,MSPC_Peak_172,MSPC_Peak_187	Nnt,Nr3c2
Human Phenotype	HP:0006515	Interstitial pneumonitis	329	7.803636e-2	1.000000e+0	1.000000e+0	1.230924e+1	8.123976e-2	1	2.396453e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_79	Stat3
Human Phenotype	HP:0008509	Aged leonine appearance	330	7.842925e-2	1.000000e+0	1.000000e+0	1.224501e+1	8.166589e-2	1	2.409023e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_15	Twist2
Human Phenotype	HP:0011267	Microtia, third degree	330	7.842925e-2	1.000000e+0	1.000000e+0	1.224501e+1	8.166589e-2	1	2.409023e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_15	Twist2
Human Phenotype	HP:0002933	Ventral hernia	330	7.842925e-2	1.000000e+0	1.000000e+0	1.224501e+1	8.166589e-2	1	2.409023e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_15	Twist2
Human Phenotype	HP:0007499	Recurrent staphylococcal infections	333	7.891151e-2	1.000000e+0	1.000000e+0	1.216705e+1	8.218920e-2	1	2.424460e-4	2.949853e-3	640	1.486101e-1	1.000000e+0	1.000000e+0	6.300059e+0	1.587287e-1	1	6	1.766784e-3	1.666667e-1	MSPC_Peak_79	Stat3
Human Phenotype	HP:0012126	Stomach cancer	334	8.013506e-2	1.000000e+0	1.000000e+0	4.286551e+0	4.665755e-1	2	1.376329e-3	5.899705e-3	211	3.280466e-2	1.000000e+0	1.000000e+0	6.872792e+0	2.910026e-1	2	11	3.533569e-3	1.818182e-1	MSPC_Peak_140,MSPC_Peak_247	Klf6,Kras
Human Phenotype	HP:0002208	Coarse hair	335	8.014877e-2	1.000000e+0	1.000000e+0	4.286121e+0	4.666224e-1	2	1.376467e-3	5.899705e-3	454	9.706526e-2	1.000000e+0	1.000000e+0	3.780035e+0	5.290956e-1	2	20	3.533569e-3	1.000000e-1	MSPC_Peak_316,MSPC_Peak_51	Ercc3,Gns
Human Phenotype	HP:0012156	Hemophagocytosis	336	8.020448e-2	1.000000e+0	1.000000e+0	1.196264e+1	8.359358e-2	1	2.465887e-4	2.949853e-3	710	1.711397e-1	1.000000e+0	1.000000e+0	5.400050e+0	1.851835e-1	1	7	1.766784e-3	1.428571e-1	MSPC_Peak_75	Stx11
Human Phenotype	HP:0003020	Enlargement of the wrists	337	8.107098e-2	1.000000e+0	1.000000e+0	1.182930e+1	8.453586e-2	1	2.493683e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_233	Cyp2r1
Human Phenotype	HP:0002752	Sparse bone trabeculae	337	8.107098e-2	1.000000e+0	1.000000e+0	1.182930e+1	8.453586e-2	1	2.493683e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_233	Cyp2r1
Human Phenotype	HP:0003013	Bulging epiphyses	337	8.107098e-2	1.000000e+0	1.000000e+0	1.182930e+1	8.453586e-2	1	2.493683e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_233	Cyp2r1
Human Phenotype	HP:0003029	Enlargement of the ankles	337	8.107098e-2	1.000000e+0	1.000000e+0	1.182930e+1	8.453586e-2	1	2.493683e-4	2.949853e-3	551	1.254692e-1	1.000000e+0	1.000000e+0	7.560071e+0	1.322739e-1	1	5	1.766784e-3	2.000000e-1	MSPC_Peak_233	Cyp2r1
Human Phenotype	HP:0430007	Symblepharon	341	8.119514e-2	1.000000e+0	1.000000e+0	1.181043e+1	8.467094e-2	1	2.497668e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_136	Fermt1
Human Phenotype	HP:0007488	Diffuse skin atrophy	341	8.119514e-2	1.000000e+0	1.000000e+0	1.181043e+1	8.467094e-2	1	2.497668e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_136	Fermt1
Human Phenotype	HP:0007561	Telangiectases in sun-exposed and nonexposed skin	341	8.119514e-2	1.000000e+0	1.000000e+0	1.181043e+1	8.467094e-2	1	2.497668e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_136	Fermt1
Human Phenotype	HP:0011900	Hypofibrinogenemia	344	8.152104e-2	1.000000e+0	1.000000e+0	1.176116e+1	8.502562e-2	1	2.508130e-4	2.949853e-3	710	1.711397e-1	1.000000e+0	1.000000e+0	5.400050e+0	1.851835e-1	1	7	1.766784e-3	1.428571e-1	MSPC_Peak_75	Stx11
Human Phenotype	HP:0005830	Flexion contracture of toe	345	8.228471e-2	1.000000e+0	1.000000e+0	4.220342e+0	4.738953e-1	2	1.397921e-3	5.899705e-3	262	5.152677e-2	1.000000e+0	1.000000e+0	5.400050e+0	3.703669e-1	2	14	3.533569e-3	1.428571e-1	MSPC_Peak_164,MSPC_Peak_287	Nod2,Psmb8
Human Phenotype	HP:0001874	Abnormality of neutrophils	346	8.257209e-2	1.000000e+0	1.000000e+0	2.177995e+0	2.295689e+0	5	6.771945e-3	1.474926e-2	341	6.086393e-2	1.000000e+0	1.000000e+0	2.362522e+0	2.116382e+0	5	80	8.833922e-3	6.250000e-2	MSPC_Peak_160,MSPC_Peak_166,MSPC_Peak_196,MSPC_Peak_24,MSPC_Peak_75	Ap3b1,Fas,Mmaa,Stx11,Usb1
Human Phenotype	HP:0003121	Limb joint contracture	347	8.280975e-2	1.000000e+0	1.000000e+0	1.789539e+0	4.470425e+0	8	1.318709e-2	2.359882e-2	246	4.482350e-2	1.000000e+0	1.000000e+0	2.029549e+0	3.941762e+0	8	149	1.413428e-2	5.369128e-2	MSPC_Peak_14,MSPC_Peak_146,MSPC_Peak_152,MSPC_Peak_164,MSPC_Peak_176,MSPC_Peak_221,MSPC_Peak_287,MSPC_Peak_43	Cdh3,Col17a1,Large1,Nod2,Opa1,Plod2,Psmb8,Tubb3
Human Phenotype	HP:0003701	Proximal muscle weakness	348	8.295321e-2	1.000000e+0	1.000000e+0	2.000450e+0	2.999325e+0	6	8.847568e-3	1.769912e-2	362	7.195315e-2	1.000000e+0	1.000000e+0	2.061837e+0	2.910026e+0	6	110	1.060071e-2	5.454545e-2	MSPC_Peak_131,MSPC_Peak_176,MSPC_Peak_202,MSPC_Peak_316,MSPC_Peak_43,MSPC_Peak_57	Agrn,Bin1,Dync1h1,Large1,Opa1,Rbck1
Human Phenotype	HP:0100603	Toxemia of pregnancy	349	8.308247e-2	1.000000e+0	1.000000e+0	4.196422e+0	4.765965e-1	2	1.405889e-3	5.899705e-3	710	1.711397e-1	1.000000e+0	1.000000e+0	5.400050e+0	1.851835e-1	1	7	1.766784e-3	1.428571e-1	MSPC_Peak_170,MSPC_Peak_172	Nr3c2
Human Phenotype	HP:0000514	Slow saccadic eye movements	350	8.314462e-2	1.000000e+0	1.000000e+0	4.194573e+0	4.768066e-1	2	1.406509e-3	5.899705e-3	348	6.564586e-2	1.000000e+0	1.000000e+0	4.725044e+0	4.232765e-1	2	16	3.533569e-3	1.250000e-1	MSPC_Peak_219,MSPC_Peak_56	Atxn1,Fbxo7
Human Phenotype	HP:0000704	Periodontitis	351	8.323282e-2	1.000000e+0	1.000000e+0	4.191952e+0	4.771047e-1	2	1.407388e-3	5.899705e-3	93	1.759830e-2	1.000000e+0	1.000000e+0	9.450088e+0	2.116382e-1	2	8	3.533569e-3	2.500000e-1	MSPC_Peak_136,MSPC_Peak_196	Ap3b1,Fermt1
Human Phenotype	HP:0007936	Restrictive external ophthalmoplegia	352	8.327625e-2	1.000000e+0	1.000000e+0	1.150246e+1	8.693795e-2	1	2.564541e-4	2.949853e-3	274	5.221091e-2	1.000000e+0	1.000000e+0	1.890018e+1	5.290956e-2	1	2	1.766784e-3	5.000000e-1	MSPC_Peak_188	Kif21a
Human Phenotype	HP:0005607	Abnormality of the tracheobronchial system	353	8.352762e-2	1.000000e+0	1.000000e+0	1.785984e+0	4.479324e+0	8	1.321334e-2	2.359882e-2	101	2.060818e-2	1.000000e+0	1.000000e+0	2.362522e+0	3.386212e+0	8	128	1.413428e-2	6.250000e-2	MSPC_Peak_110,MSPC_Peak_140,MSPC_Peak_149,MSPC_Peak_234,MSPC_Peak_271,MSPC_Peak_284,MSPC_Peak_291,MSPC_Peak_295	B2m,Blm,Chd7,Kras,Mycn,Tap1,Tap2,Tapbp
Human Phenotype	HP:0011030	Abnormality of transition element cation homeostasis	354	8.356892e-2	1.000000e+0	1.000000e+0	4.182004e+0	4.782397e-1	2	1.410736e-3	5.899705e-3	708	1.687497e-1	1.000000e+0	1.000000e+0	2.700025e+0	7.407338e-1	2	28	3.533569e-3	7.142857e-2	MSPC_Peak_232,MSPC_Peak_75	Hfe,Stx11
Human Phenotype	HP:0002813	Abnormality of limb bone morphology	355	8.357922e-2	1.000000e+0	1.000000e+0	1.292163e+0	2.476467e+1	32	7.305212e-2	9.439528e-2	53	7.846828e-3	1.000000e+0	9.725625e-1	1.603975e+0	1.870353e+1	30	707	5.300353e-2	4.243281e-2	MSPC_Peak_110,MSPC_Peak_12,MSPC_Peak_126,MSPC_Peak_136,MSPC_Peak_14,MSPC_Peak_140,MSPC_Peak_142,MSPC_Peak_146,MSPC_Peak_149,MSPC_Peak_15,MSPC_Peak_152,MSPC_Peak_16,MSPC_Peak_164,MSPC_Peak_187,MSPC_Peak_202,MSPC_Peak_203,MSPC_Peak_221,MSPC_Peak_233,MSPC_Peak_234,MSPC_Peak_241,MSPC_Peak_245,MSPC_Peak_25,MSPC_Peak_250,MSPC_Peak_254,MSPC_Peak_27,MSPC_Peak_271,MSPC_Peak_287,MSPC_Peak_294,MSPC_Peak_3,MSPC_Peak_301,MSPC_Peak_45,MSPC_Peak_54	Akt3,B2m,Bbs10,Blm,Bmp2,Ccnd2,Cdh3,Chd7,Col17a1,Ctdp1,Cyp2r1,Dync1h1,Fam111a,Fgf10,Herc1,Ihh,Kras,Masp1,Mycn,Nod2,Papss2,Plod2,Psmb8,Rab33b,Samhd1,Smad3,Tnfrsf11a,Trps1,Tubb3,Twist2
Human Phenotype	HP:0003267	Reduced orotidine 5-prime phosphate decarboxylase activity	356	8.367536e-2	1.000000e+0	1.000000e+0	1.144514e+1	8.737330e-2	1	2.577383e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_42	Umps
Human Phenotype	HP:0003339	Pyrimidine-responsive megaloblastic anemia	356	8.367536e-2	1.000000e+0	1.000000e+0	1.144514e+1	8.737330e-2	1	2.577383e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_42	Umps
Human Phenotype	HP:0004826	Folate-unresponsive megaloblastic anemia	356	8.367536e-2	1.000000e+0	1.000000e+0	1.144514e+1	8.737330e-2	1	2.577383e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_42	Umps
Human Phenotype	HP:0003526	Orotic acid crystalluria	356	8.367536e-2	1.000000e+0	1.000000e+0	1.144514e+1	8.737330e-2	1	2.577383e-4	2.949853e-3	121	2.645478e-2	1.000000e+0	1.000000e+0	3.780035e+1	2.645478e-2	1	1	1.766784e-3	1.000000e+0	MSPC_Peak_42	Umps
Human Phenotype	HP:0002921	Abnormality of the cerebrospinal fluid	360	8.371354e-2	1.000000e+0	1.000000e+0	1.715670e+0	5.245764e+0	9	1.547423e-2	2.654867e-2	1047	2.919002e-1	1.000000e+0	1.000000e+0	1.303460e+0	5.370320e+0	7	203	1.236749e-2	3.448276e-2	MSPC_Peak_126,MSPC_Peak_13,MSPC_Peak_142,MSPC_Peak_176,MSPC_Peak_241,MSPC_Peak_245,MSPC_Peak_250,MSPC_Peak_27,MSPC_Peak_3	Akt3,Ccnd2,Fam111a,Herc1,Large1,Ndufa10,Samhd1
