# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
Slitrk3	chr3;chr3	73048125;73056543	73051455;73056943	-;-	3732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20754	chr3;chr3;chr3;chr3;chr3	73066351;73239297;73559449;73564937;73594343	73066582;73239410;73559526;73565381;73594830	+;+;+;+;+	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930509J09Rik	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	73351206;73359986;73361969;73363178;73389238;73390305;73478312;73481540	73351826;73360127;73362149;73363295;73389425;73390403;73478376;73481651	-;-;-;-;-;-;-;-	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bche	chr3;chr3;chr3;chr3	73635809;73648637;73700572;73708135	73640041;73648803;73702099;73708415	-;-;-;-	6209	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20356	chr3;chr3;chr3;chr3	74009219;74014763;74015000;74017090	74011251;74014899;74015116;74017277	-;-;-;-	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbbx	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	75037907;75039884;75052373;75061533;75071632;75078388;75081729;75083625;75084997;75085441;75093062;75105624;75112078;75136414;75139530;75141082;75143588	75038089;75040019;75052630;75061655;75071782;75078677;75081868;75083704;75085097;75085550;75093197;75105798;75112224;75136509;75139636;75141130;75143723	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2418	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpini2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	75242357;75246510;75249171;75252494;75257727;75257998;75259471;75267736;75270039	75242584;75246599;75249257;75252591;75257919;75258192;75259701;75267997;75270078	-;-;-;-;-;-;-;-;-	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd10	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	75516490;75520702;75521031;75527588;75528810;75533541;75541160;75556722	75517601;75520784;75521109;75527714;75528927;75533594;75541378;75556852	-;-;-;-;-;-;-;-	1923	630	679	451	535	587	638	659	423	309	700	739	738	520	505	700	608	619	643	553	517
Serpini1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	75557533;75613080;75614454;75616568;75619119;75623859;75637918;75640249;75640675	75557642;75613347;75614684;75616762;75619323;75623956;75638004;75640338;75642523	+;+;+;+;+;+;+;+;+	3133	4	1	1	2	2	8	7	5	4	7	1	4	1	1	4	2	3	12	3	4
Platr10	chr3;chr3;chr3	75647441;75648800;75655390	75647938;75648990;75655731	-;-;-	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golim4	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	75876183;75876183;75878646;75878646;75886275;75886275;75886673;75886673;75890522;75890522;75891889;75891889;75892783;75892783;75894835;75894835;75897971;75897971;75902401;75903247;75903247;75906399;75906399;75908130;75908130;75910009;75910009;75911575;75911575;75956112;75956112	75878177;75878177;75878717;75878717;75886343;75886343;75886840;75886840;75890631;75890631;75891971;75891971;75893036;75893036;75895137;75895137;75898132;75898132;75902484;75903329;75903329;75906549;75906549;75908183;75908183;75910058;75910058;75911649;75911649;75956949;75956949	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4551	1214	1689	724	703	934	1199	1266	739	530	1232	1633	1329	1004	1088	1335	1287	1223	1272	1008	1192
Fstl5	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	76074561;76075583;76144949;76144949;76223841;76223841;76322054;76322054;76410438;76410438;76429742;76429742;76482225;76482225;76536244;76536244;76588947;76588947;76593443;76593443;76620480;76620480;76628913;76628913;76648276;76648276;76659659;76659659;76661758;76661758;76707475;76707475	76074974;76075736;76145090;76145090;76223874;76223874;76322302;76322302;76410634;76410634;76429862;76429862;76482391;76482391;76536364;76536364;76589108;76589108;76593577;76593577;76620506;76620506;76629031;76629031;76648425;76648425;76659766;76659766;76661882;76661882;76710005;76710005	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Rapgef2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79062529;79066573;79068889;79069990;79074308;79079006;79081062;79082624;79083199;79083409;79085745;79087845;79088645;79091812;79092497;79092700;79092995;79094285;79094813;79098220;79099094;79103963;79112171;79145771	79064561;79066872;79069448;79070215;79074460;79079212;79081285;79082647;79083322;79083620;79086128;79088085;79088802;79092058;79092605;79092903;79093102;79094449;79094965;79098378;79099230;79104140;79112302;79145875	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6543	1844	2136	1199	1364	1794	1722	1689	1073	896	1797	1812	1482	1341	1440	2012	1655	1595	2374	1323	1313
4921511C10Rik	chr3;chr3;chr3	79212919;79248177;79253474	79213556;79248561;79253913	+;+;+	1463	8	7	19	7	18	9	16	19	3	20	16	7	7	14	21	8	4	6	7	8
Gm17359	chr3;chr3;chr3;chr3;chr3	79345376;79405682;79419361;79449245;79463990	79345540;79405914;79419419;79449425;79464128	+;+;+;+;+	777	1	2	0	1	1	0	1	0	2	1	0	0	1	0	1	0	0	0	0	0
Fnip2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79455971;79462129;79465548;79479487;79480559;79488959;79489246;79492832;79493276;79500338;79506207;79508087;79512331;79512498;79515103;79518065;79567509	79459741;79462244;79465748;79479643;79481879;79489128;79489392;79492920;79493477;79500467;79506278;79508187;79512402;79512598;79515249;79518191;79567679	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7095	1558	1416	1274	1248	1625	1365	1444	994	716	1511	1454	1337	1072	1117	1950	1297	1162	1439	1068	1086
Ppid	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79591389;79593610;79595202;79597685;79598792;79599052;79600258;79602272;79602443;79603031	79591557;79593750;79595308;79597873;79598914;79599158;79600399;79602358;79602485;79603650	+;+;+;+;+;+;+;+;+;+	1728	401	589	323	304	473	412	457	267	204	471	464	456	319	344	586	364	397	266	356	340
Etfdh	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79603788;79604905;79605630;79609799;79611912;79613622;79615000;79615924;79618307;79618839;79622738;79623541;79628518	79604165;79605126;79605812;79609967;79612055;79613762;79615146;79616001;79618425;79618920;79622967;79623678;79628767	-;-;-;-;-;-;-;-;-;-;-;-;-	2281	733	727	517	463	564	619	612	473	314	709	633	577	483	447	645	681	591	692	509	544
4930579G24Rik	chr3;chr3	79629079;79631129	79629356;79632819	+;+	1969	30	36	14	9	19	19	14	7	11	17	35	30	12	21	35	41	37	22	18	35
Rxfp1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79644716;79648073;79650414;79652168;79656243;79657412;79660071;79661268;79663297;79666429;79667623;79667782;79670847;79678676;79682441;79686800;79705575;79737746	79645017;79648291;79650824;79652397;79656314;79657483;79660142;79661339;79663368;79666503;79667694;79667853;79670918;79678747;79682546;79686898;79705712;79737794	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem144	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	79813153;79817017;79821258;79822631;79825279;79826823;79827615;79832062;79833908;79836234;79839138;79842388	79814146;79817070;79821355;79822750;79825397;79826899;79827696;79832142;79834007;79836356;79839306;79842662	-;-;-;-;-;-;-;-;-;-;-;-	2292	26	15	10	18	19	13	9	8	5	10	26	12	16	22	21	12	10	24	14	23
Fam198b	chr3;chr3;chr3;chr3	79885930;79908589;79936595;79941295	79887130;79908803;79936821;79946278	+;+;+;+	6627	473	318	291	185	280	230	259	153	80	241	742	580	379	302	437	413	419	441	339	235
Gria2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	80684936;80684936;80689103;80689103;80690404;80691320;80691492;80692285;80692285;80702458;80702458;80702458;80706888;80706888;80706888;80707699;80707699;80707699;80709378;80709378;80709378;80710290;80710290;80710290;80710677;80710677;80710677;80722032;80722032;80722032;80726832;80726832;80726832;80732038;80732038;80732038;80740959;80740959;80740959;80801645;80801645;80801645;80802297;80802297;80802297	80688714;80688714;80689351;80689351;80690518;80691434;80692532;80692532;80692532;80702656;80702656;80702656;80707258;80707258;80707258;80707905;80707905;80707905;80709488;80709488;80709488;80710394;80710394;80710394;80710844;80710844;80710844;80722193;80722193;80722193;80726885;80726885;80726885;80732234;80732234;80732234;80741198;80741198;80741198;80801785;80801785;80801785;80802791;80802791;80802791	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrb	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	80843599;80843599;80850908;80850908;80855785;80855785;80860161;80860161;80861703;80861703;80861892;80861892;80878009;80878009;80879626;80879626;80911968;80911968;80913517;80913517	80845257;80845257;80851200;80851200;80855937;80855937;80860301;80860301;80861785;80861785;80862121;80862121;80878076;80878076;80879728;80879732;80912118;80912118;80913614;80913660	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3029	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pdgfc	chr3;chr3;chr3;chr3;chr3;chr3	81036416;81141405;81174816;81204235;81209044;81212462	81037554;81141600;81174996;81204442;81209261;81214031	+;+;+;+;+;+	3512	1	3	7	2	0	0	6	7	0	4	12	1	9	1	3	3	3	0	7	2
Ctso	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	81932616;81941532;81942193;81944862;81946314;81951373;81952199;81954226	81932775;81941637;81942332;81945029;81946435;81951536;81952291;81956725	+;+;+;+;+;+;+;+	3453	1068	1172	744	700	926	1109	1057	743	554	1017	981	953	742	693	937	1050	1027	1120	922	760
Tdo2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	81958414;81960470;81961433;81962725;81963922;81966985;81968085;81969490;81971637;81974321;81975324;81975659	81958944;81960560;81961512;81962782;81964033;81967092;81968271;81969617;81971707;81974411;81975429;81975728	-;-;-;-;-;-;-;-;-;-;-;-	1633	19	21	6	6	7	7	4	5	1	7	2	5	5	24	8	4	2	949	2	0
Asic5	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	81996922;81999584;82004446;82006480;82008456;82009466;82011960;82014269;82019394;82020933	81996990;81999890;82004683;82006605;82008605;82009613;82012016;82014437;82019485;82021233	+;+;+;+;+;+;+;+;+;+	1657	4	3	3	0	3	0	3	2	2	0	2	1	0	3	6	5	2	7	3	1
Gucy1b3	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	82032004;82032004;82034312;82034312;82034742;82034742;82035280;82035280;82037917;82037917;82039726;82039726;82043120;82043120;82044129;82044129;82045399;82045399;82046513;82046513;82058241;82058241;82061020;82061020;82073998;82073998;82074572;82074572	82033281;82033281;82034438;82034421;82034896;82034896;82035420;82035420;82038154;82038154;82039923;82039923;82043253;82043253;82044245;82044245;82045629;82045629;82046710;82046710;82058359;82058359;82061120;82061120;82074071;82074071;82074711;82074711	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3251	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gucy1a3	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	82092427;82097606;82101984;82105762;82108594;82111153;82113272;82118891;82145672	82094899;82097760;82102127;82106247;82109303;82111211;82113333;82119249;82145877	-;-;-;-;-;-;-;-;-	4654	3	1	1	3	0	5	3	4	3	2	1	1	0	0	0	4	3	0	6	2
Mir7010	chr3	82106247	82106309	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map9	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	82358072;82358975;82359890;82363291;82371179;82374108;82376923;82378937;82380078;82381894;82383208;82383516;82383845;82391128	82358255;82359124;82359974;82363614;82371402;82374201;82377167;82379007;82380246;82381983;82383369;82383661;82383977;82395268	+;+;+;+;+;+;+;+;+;+;+;+;+;+	6218	0	1	3	1	0	0	3	0	2	0	0	0	0	0	2	0	1	0	1	1
Npy2r	chr3;chr3;chr3;chr3;chr3	82538383;82538383;82541379;82547837;82547837	82541039;82541494;82541494;82548085;82548085	-;-;-;-;-	3361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm46	chr3;chr3;chr3;chr3;chr3;chr3	82836523;82842474;82863905;82865205;82866486;82876308	82838459;82842533;82864687;82865672;82866647;82876483	-;-;-;-;-;-	3586	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rbm46os	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	82876705;82878697;82904477;82917087;82917584;82917587;82940729;82940729	82876758;82878826;82904605;82917153;82917741;82917741;82943638;82943638	+;+;+;+;+;+;+;+	3448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrat	chr3;chr3	82892582;82903173	82897128;82903974	-;-	5349	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgg	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	83007896;83008153;83008374;83008648;83010064;83010456;83011345;83012764;83014138;83014835	83007982;83008197;83008557;83008741;83010194;83010589;83011529;83013041;83014307;83015049	+;+;+;+;+;+;+;+;+;+	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fga	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	83026153;83026153;83028522;83028522;83029082;83029082;83030185;83030185;83030833;83030833;83032701	83026268;83026268;83028650;83028650;83029265;83029265;83030330;83030330;83031979;83033617;83033617	+;+;+;+;+;+;+;+;+;+;+	3360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fgb	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	83042305;83043232;83043777;83044219;83044873;83046002;83046654;83049681	83042634;83043517;83043902;83044332;83045100;83046185;83046848;83049790	-;-;-;-;-;-;-;-	1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plrg1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	83055538;83056771;83058656;83059327;83059837;83061034;83065882;83066679;83067998;83068259;83068962;83069693;83070597;83071190;83072111	83055654;83056877;83058798;83059380;83059927;83061121;83065980;83066771;83068147;83068360;83069064;83069801;83070736;83071383;83072291	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1771	465	503	309	303	399	399	383	242	217	464	466	432	301	317	495	445	454	450	430	409
1700028M03Rik	chr3;chr3;chr3;chr3;chr3	83555367;83556161;83560525;83561733;83574090	83555442;83556203;83560786;83561790;83574118	-;-;-;-;-	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfrp2	chr3;chr3;chr3	83766321;83769326;83773118	83767043;83769406;83774314	+;+;+	2001	54	4	256	59	5	3	0	3	0	1	0	0	2	1	0	0	1	0	0	0
Tlr2	chr3;chr3;chr3	83836272;83840889;83841520	83838789;83841136;83841608	-;-;-	2855	573	471	391	271	513	647	510	352	252	353	600	464	299	274	384	658	605	697	385	398
D930015E06Rik	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	83898287;83899177;83900327;83901346;83905033;83906347;83909152;83910369;83913264;83919451;83921940;83922948;83923988;83926105;83927012;83928681;83930636;83931723;83932723;83934820;83935997;83937422;83938014;83938652;83940497;83940891;83942387;83942752;83960687;83961518;83962298;83968158;84031609;84039315;84039977	83898613;83899316;83900418;83901466;83905115;83906425;83909334;83910508;83913388;83919599;83922562;83923097;83924173;83926291;83927154;83928808;83930708;83931832;83932864;83934937;83936066;83937592;83938167;83938745;83940605;83940949;83942540;83942829;83960797;83961634;83962421;83968226;84031652;84039385;84040161	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4909	1703	1871	1510	1747	1945	1353	1416	1313	909	1845	1596	1530	1428	1551	2289	1425	1419	1417	1503	1371
Mnd1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84087934;84093555;84104935;84116427;84134018;84138169;84141699;84155662	84088174;84093599;84105049;84116501;84134166;84138226;84141764;84155786	-;-;-;-;-;-;-;-	874	24	13	8	6	8	24	10	19	18	12	22	12	17	12	26	16	25	13	16	23
Trim2	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84160439;84160439;84160439;84160439;84160439;84167652;84167652;84167652;84167652;84167652;84171460;84171460;84171460;84171460;84171460;84172765;84172765;84172765;84172765;84172765;84177632;84177632;84177632;84177632;84177632;84178075;84178075;84178075;84178075;84178075;84190513;84190513;84190513;84190513;84190513;84192081;84192081;84192081;84192081;84192081;84193221;84193221;84193221;84193221;84193221;84208174;84208174;84208174;84208174;84208174;84210173;84210173;84210173;84210173;84210173;84212586;84220629;84259325;84270634;84304590	84165249;84165249;84165249;84165249;84165249;84167792;84167792;84167792;84167792;84167792;84171530;84171530;84171530;84171530;84171530;84172933;84172933;84172933;84172933;84172933;84177799;84177799;84177799;84177799;84177799;84178178;84178178;84178178;84178178;84178178;84191236;84191236;84191236;84191236;84191236;84192261;84192261;84192261;84192261;84192261;84193372;84193372;84193372;84193372;84193372;84208411;84208411;84208411;84208411;84208411;84210354;84210354;84210354;84210354;84210354;84212838;84220877;84259779;84270783;84304775	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8234	372	408	306	397	404	242	328	256	143	347	265	330	237	288	436	234	243	205	255	181
Gm6525	chr3	84174638	84175193	+	556	13	23	5	8	9	14	14	4	6	18	8	8	2	8	6	9	13	8	11	21
4930565D16Rik	chr3;chr3;chr3;chr3	84349376;84378143;84378779;84379728	84350107;84378300;84378806;84379921	-;-;-;-	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84442196;84442196;84448750;84448750;84451370;84451370;84453517;84453517;84454787;84454787;84454988;84454988;84456995;84456995;84457186;84457186;84464272;84464272;84465422;84465422;84474140;84474140;84479349;84480368	84446530;84446530;84448914;84448914;84451487;84451487;84453587;84453587;84454894;84454894;84455058;84455058;84457095;84457095;84457271;84457271;84464374;84464374;84465483;84465483;84474777;84474777;84479491;84480439	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6073	38	4	15	10	6	4	3	4	6	7	7	12	10	3	8	2	2	7	1	3
Arfip1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	84496093;84496093;84509808;84509808;84515633;84515633;84519482;84519482;84527686;84527686;84529170;84534587;84534587;84547934;84547934;84582414;84582414	84497891;84497891;84509982;84509982;84515790;84515790;84519703;84519703;84527798;84527798;84529265;84534695;84534695;84548035;84548035;84582625;84582625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2986	540	572	435	421	500	485	606	373	232	551	543	570	464	429	638	459	507	532	481	483
Tigd4	chr3	84593574	84597032	+	3459	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
Tmem154	chr3;chr3;chr3;chr3;chr3;chr3;chr3	84666192;84684209;84684552;84689576;84690544;84692495;84701924	84666415;84684463;84684590;84689603;84690629;84692552;84704575	+;+;+;+;+;+;+	3342	332	176	104	173	69	94	156	107	37	144	347	182	246	232	158	208	84	627	112	177
